,dataset,n-k,voting,distance,n-folds,acc_mean,prec_mean,rec_mean,f1_mean
876,glass,1,uniform,euclidean,6,0.7041121495327103,0.6894924680763779,0.6714564967423673,0.6787839428105351
877,glass,1,uniform,euclidean,7,0.7021028037383178,0.6884615805119549,0.6736717775372361,0.6795132861002663
878,glass,1,uniform,euclidean,8,0.7035046728971963,0.6884502059508518,0.6738266107550563,0.6797779163431967
879,glass,1,uniform,euclidean,9,0.7050934579439253,0.6900346065958786,0.6752001424501424,0.6812613732817997
880,glass,1,distance,manhattan,2,0.7042990654205608,0.6802992418261505,0.6583645854637634,0.6652643292284752
881,glass,1,distance,manhattan,3,0.7192990654205605,0.6994369591100366,0.6854319789326996,0.6896636717310085
882,glass,1,distance,manhattan,4,0.7306074766355141,0.7107766929313525,0.6991161341791746,0.7027217631979484
883,glass,1,distance,manhattan,5,0.7290654205607475,0.7116220841257748,0.7029049468298961,0.7054504305794599
884,glass,1,distance,manhattan,6,0.7332242990654205,0.7114435237042521,0.7081769229943672,0.7080712318126372
885,glass,1,distance,manhattan,7,0.7323831775700935,0.7140820290386027,0.7093408239961565,0.7099976192608998
886,glass,1,distance,manhattan,8,0.7330841121495328,0.7163172859281033,0.7115622747664223,0.7123413016094697
887,glass,1,distance,manhattan,9,0.7348130841121496,0.7172828189764625,0.7147983163948254,0.7145826085448802
888,glass,1,distance,euclidean,2,0.6842056074766353,0.6653500764322822,0.6312480228087947,0.6433555967747218
889,glass,1,distance,euclidean,3,0.6975700934579442,0.6805166736396723,0.6559010510295608,0.6654888559995384
890,glass,1,distance,euclidean,4,0.7021028037383178,0.6877690384860354,0.6658292202807256,0.6748392361908709
891,glass,1,distance,euclidean,5,0.7014953271028037,0.6846196208829222,0.6664049503385202,0.6738163653218185
892,glass,1,distance,euclidean,6,0.7036448598130839,0.6870663332072494,0.6707728985633064,0.6773743038232687
893,glass,1,distance,euclidean,7,0.7037383177570092,0.6885504030212063,0.6727869901322714,0.6791713259545828
894,glass,1,distance,euclidean,8,0.7044392523364487,0.6906319099198409,0.6753047221323885,0.6815974882682377
895,glass,1,distance,euclidean,9,0.7045794392523363,0.6928177994124727,0.6778616468660773,0.6839721869279476
896,glass,1,sqrt-order,manhattan,2,0.7029439252336448,0.6801172905371378,0.6605785765839678,0.6665144729980189
897,glass,1,sqrt-order,manhattan,3,0.7207476635514017,0.6985556218320423,0.6860335691585024,0.6899186550969236
898,glass,1,sqrt-order,manhattan,4,0.7274766355140185,0.7067794524910316,0.6946362722156197,0.6986651228100661
899,glass,1,sqrt-order,manhattan,5,0.7280373831775699,0.7093772261026184,0.7011951929111105,0.7033253940488076
900,glass,1,sqrt-order,manhattan,6,0.7320093457943924,0.7114220676394577,0.7077222315206194,0.7079262338105792
901,glass,1,sqrt-order,manhattan,7,0.7325233644859813,0.7134839544682041,0.7074562142818255,0.7086937121029362
902,glass,1,sqrt-order,manhattan,8,0.7327102803738319,0.7142293072220229,0.7116007196633598,0.7113907899545918
903,glass,1,sqrt-order,manhattan,9,0.7330373831775703,0.7156737962901477,0.7118087885843837,0.7123759855459655
904,glass,1,sqrt-order,euclidean,2,0.6799999999999998,0.6566822694002858,0.6218244490080457,0.6346885458273757
905,glass,1,sqrt-order,euclidean,3,0.6939252336448599,0.6777475994535324,0.6507074358370397,0.6614829571056915
906,glass,1,sqrt-order,euclidean,4,0.7001869158878504,0.6842920606773601,0.6631123592688662,0.6717099232305224
907,glass,1,sqrt-order,euclidean,5,0.7055607476635513,0.6912060334949135,0.6733771213543819,0.6806803144386904
908,glass,1,sqrt-order,euclidean,6,0.7022897196261683,0.6877139191631679,0.670333057151382,0.6773540971725461
909,glass,1,sqrt-order,euclidean,7,0.7028971962616821,0.6876472555363159,0.6703961630272349,0.6775317201531696
910,glass,1,sqrt-order,euclidean,8,0.7028504672897197,0.6897986436417136,0.6761096542173728,0.6815726115419831
911,glass,1,sqrt-order,euclidean,9,0.7045794392523367,0.6895532330491216,0.6747911753995345,0.6807793062285052
912,glass,2,uniform,manhattan,2,0.6699065420560748,0.6636677673201994,0.5459562465220626,0.5712798745631589
913,glass,2,uniform,manhattan,3,0.6844859813084112,0.6809970935931066,0.5714180872032372,0.5975188776788702
914,glass,2,uniform,manhattan,4,0.6918691588785046,0.6942761643503647,0.5746727212050687,0.6038531982996838
915,glass,2,uniform,manhattan,5,0.6977102803738318,0.6971070232966109,0.5828303435618746,0.6116093417949713
916,glass,2,uniform,manhattan,6,0.6988785046728972,0.7046791807755026,0.5851078685992213,0.6152872187677441
917,glass,2,uniform,manhattan,7,0.7018224299065422,0.7079946380255898,0.5869801882873305,0.6173924865300842
918,glass,2,uniform,manhattan,8,0.700233644859813,0.7060147605290564,0.5853890106913753,0.6157254069859258
919,glass,2,uniform,manhattan,9,0.7020093457943927,0.7099600436418992,0.5890281417839601,0.6198716053163174
920,glass,2,uniform,euclidean,2,0.6527102803738317,0.6643237341505109,0.5421752441122569,0.5678068137825704
921,glass,2,uniform,euclidean,3,0.6811214953271028,0.6865590990408037,0.5749676147686182,0.6000758382954101
922,glass,2,uniform,euclidean,4,0.6907476635514019,0.7029179996772331,0.5904189031919094,0.6165458153353081
923,glass,2,uniform,euclidean,5,0.6980841121495328,0.7023992725617586,0.6000025345953606,0.6243346432833213
924,glass,2,uniform,euclidean,6,0.7042056074766357,0.7090836564177171,0.6045349181647622,0.6286434640929733
925,glass,2,uniform,euclidean,7,0.7101401869158879,0.7172949043566965,0.6106969147222696,0.6355563382555103
926,glass,2,uniform,euclidean,8,0.7090654205607477,0.7203427813269178,0.6106814433189472,0.6356178490928659
927,glass,2,uniform,euclidean,9,0.7088317757009348,0.7156433850483762,0.6128884096629639,0.6366269360894351
928,glass,2,distance,manhattan,2,0.7027102803738319,0.6802383152804019,0.6566996120178569,0.6647324625279462
929,glass,2,distance,manhattan,3,0.7217757009345795,0.7004296419390866,0.6871145321283306,0.6911130447859177
930,glass,2,distance,manhattan,4,0.7257009345794393,0.7059641520532788,0.6925097553982736,0.6968996581553883
931,glass,2,distance,manhattan,5,0.7300467289719625,0.7090981051478555,0.7013936453992768,0.7032992080984266
932,glass,2,distance,manhattan,6,0.7296261682242992,0.7115518370078316,0.7055780110763029,0.7067933940704402
933,glass,2,distance,manhattan,7,0.7334579439252338,0.7154374703597037,0.7102749163806865,0.7112831971546412
934,glass,2,distance,manhattan,8,0.7336915887850466,0.7159883660710101,0.7133066937836607,0.7132267630353638
935,glass,2,distance,manhattan,9,0.7338785046728973,0.716571630962518,0.7138665097757656,0.7137552570147403
936,glass,2,distance,euclidean,2,0.6823364485981307,0.6637632325178383,0.63213456706771,0.6435454797446675
937,glass,2,distance,euclidean,3,0.6966355140186916,0.6802698593135613,0.6546709999153151,0.6648453194500658
938,glass,2,distance,euclidean,4,0.7014953271028038,0.6857224006391118,0.663918741664845,0.6728306065388255
939,glass,2,distance,euclidean,5,0.7007943925233646,0.6863469916541106,0.6647731671740159,0.6737302352152073
940,glass,2,distance,euclidean,6,0.7023831775700935,0.6884818529329738,0.6707913419342639,0.6780022531064045
941,glass,2,distance,euclidean,7,0.7029906542056074,0.6876139796588171,0.6720776341761983,0.6784019019958053
942,glass,2,distance,euclidean,8,0.7012149532710279,0.6880701953876002,0.6723351997584676,0.6787396905509293
943,glass,2,distance,euclidean,9,0.7045327102803739,0.6909465552628751,0.6753928721441266,0.6817813233371414
944,glass,2,sqrt-order,manhattan,2,0.7097196261682244,0.6877070381379189,0.6659250789244917,0.6732579264319786
945,glass,2,sqrt-order,manhattan,3,0.7219626168224298,0.7023475583954494,0.6894979078280294,0.6933449782443614
946,glass,2,sqrt-order,manhattan,4,0.7284579439252339,0.7088278231276485,0.6997825815188098,0.7019815128944655
947,glass,2,sqrt-order,manhattan,5,0.7283644859813085,0.7094514119165515,0.7033240549884618,0.7042711958115904
948,glass,2,sqrt-order,manhattan,6,0.7309813084112148,0.7117447545435669,0.7032566099438363,0.7057017325160706
949,glass,2,sqrt-order,manhattan,7,0.7300934579439251,0.7139295224449191,0.7092857344901756,0.7100056411228379
950,glass,2,sqrt-order,manhattan,8,0.7336448598130841,0.7163006245675084,0.7139918504218973,0.7136894058184874
951,glass,2,sqrt-order,manhattan,9,0.7370093457943925,0.7182994331822997,0.7163567275468364,0.7159327452379484
952,glass,2,sqrt-order,euclidean,2,0.6828037383177571,0.6651426883758846,0.6313154789767366,0.6433280036646243
953,glass,2,sqrt-order,euclidean,3,0.6967757009345794,0.6801298734912513,0.6504871553504521,0.6626107424778094
954,glass,2,sqrt-order,euclidean,4,0.7019158878504673,0.6861165488551243,0.6633658310362165,0.6726691624233473
955,glass,2,sqrt-order,euclidean,5,0.7026635514018692,0.6865100890703265,0.6664037809673018,0.6747638274824076
956,glass,2,sqrt-order,euclidean,6,0.7043925233644859,0.6901887112491513,0.6724504996020155,0.6797851694366106
957,glass,2,sqrt-order,euclidean,7,0.7044859813084109,0.6901061837905369,0.6733958214306245,0.6802639411551099
958,glass,2,sqrt-order,euclidean,8,0.7034579439252338,0.6896550751243616,0.6741231011662581,0.6804437995217295
959,glass,2,sqrt-order,euclidean,9,0.703411214953271,0.6891541664919061,0.6749034540786703,0.6806537986906391
960,glass,3,uniform,manhattan,2,0.6740654205607476,0.6648480620877955,0.5755961773854374,0.5971181539196708
961,glass,3,uniform,manhattan,3,0.6922897196261681,0.6810821821633792,0.6169941781822321,0.6345872137836088
962,glass,3,uniform,manhattan,4,0.7040186915887849,0.6959506947225059,0.6330332267906464,0.6509893783671931
963,glass,3,uniform,manhattan,5,0.7099065420560748,0.7026087360532676,0.6423410547072071,0.6594028128783549
964,glass,3,uniform,manhattan,6,0.7119626168224299,0.7058680903140898,0.6460844784591983,0.6637479997376232
965,glass,3,uniform,manhattan,7,0.7107943925233644,0.7003259768876742,0.6476239413133829,0.6626701835417986
966,glass,3,uniform,manhattan,8,0.716121495327103,0.7070125996519564,0.6531488526646795,0.6685316528538879
967,glass,3,uniform,manhattan,9,0.7175700934579441,0.7106613077199443,0.6573644976286697,0.6725493493814539
968,glass,3,uniform,euclidean,2,0.6452803738317756,0.6366187308158024,0.534262684599799,0.5578881574109272
969,glass,3,uniform,euclidean,3,0.6708411214953272,0.6689688692573085,0.5806613906952329,0.6051918106222403
970,glass,3,uniform,euclidean,4,0.6836448598130842,0.6753843939537839,0.5965926118302813,0.6197710021659362
971,glass,3,uniform,euclidean,5,0.6920093457943923,0.6900159945680775,0.6102644161438598,0.6334764859903196
972,glass,3,uniform,euclidean,6,0.6990654205607476,0.7023887283117274,0.6184806749215578,0.6429061633534604
973,glass,3,uniform,euclidean,7,0.7014485981308411,0.6977789615949338,0.6201020438702727,0.6431001444248277
974,glass,3,uniform,euclidean,8,0.7060280373831774,0.7101162508916532,0.6290937712187579,0.6534929646434953
975,glass,3,uniform,euclidean,9,0.71196261682243,0.7164473743079582,0.6370143781790254,0.6607740169813919
976,glass,3,distance,manhattan,2,0.6986915887850467,0.6774595452876052,0.6333001015676097,0.6470185596602555
977,glass,3,distance,manhattan,3,0.7100000000000003,0.6998374789976225,0.6602820535197497,0.6721522722514273
978,glass,3,distance,manhattan,4,0.7212149532710282,0.7114876060358453,0.673566372893799,0.6852618567993877
979,glass,3,distance,manhattan,5,0.7273831775700935,0.7209560703991784,0.6862238104992723,0.6964428711151285
980,glass,3,distance,manhattan,6,0.7308878504672899,0.7250417478814913,0.6925485932719838,0.7021861338625641
981,glass,3,distance,manhattan,7,0.7348598130841123,0.7287879578078936,0.6974580481408441,0.7066946156942618
982,glass,3,distance,manhattan,8,0.7363551401869158,0.7317400026944659,0.7040602802927987,0.7116464274674559
983,glass,3,distance,manhattan,9,0.7369158878504674,0.7310031921486991,0.7036602887265319,0.7109158804969508
984,glass,3,distance,euclidean,2,0.6779906542056073,0.6680713285281592,0.6089491885823155,0.6277095960227691
985,glass,3,distance,euclidean,3,0.6926635514018693,0.6849912050951604,0.6301198893629767,0.6487048643403679
986,glass,3,distance,euclidean,4,0.700233644859813,0.6925190426531753,0.6411807696522387,0.6597943528131622
987,glass,3,distance,euclidean,5,0.7062149532710279,0.6981049545336137,0.6482101993185316,0.666565458907159
988,glass,3,distance,euclidean,6,0.7125233644859813,0.7030443291853186,0.656541609882354,0.6738275990450747
989,glass,3,distance,euclidean,7,0.7172897196261684,0.7080492277343949,0.6620537421182504,0.6798095725399628
990,glass,3,distance,euclidean,8,0.7171962616822429,0.7074277224328003,0.6653837268228215,0.6816951220088106
991,glass,3,distance,euclidean,9,0.7202803738317756,0.7107250890699781,0.6671609720392414,0.6842137589954924
992,glass,3,sqrt-order,manhattan,2,0.6888317757009348,0.6664016619131587,0.6153824964145772,0.6305453606767971
993,glass,3,sqrt-order,manhattan,3,0.7063551401869161,0.6921817876124237,0.6497355774689232,0.6629563422631969
994,glass,3,sqrt-order,manhattan,4,0.7142523364485981,0.7056172942798976,0.6630074730110761,0.6764825809707001
995,glass,3,sqrt-order,manhattan,5,0.7200934579439252,0.7141637586381647,0.6710059202547727,0.6852389819578454
996,glass,3,sqrt-order,manhattan,6,0.7223831775700934,0.7157221100777097,0.6755460854095154,0.6889273874768467
997,glass,3,sqrt-order,manhattan,7,0.7252803738317758,0.7183157411134992,0.6775970808181494,0.6911782385196497
998,glass,3,sqrt-order,manhattan,8,0.728785046728972,0.7227145991623909,0.6810917759630261,0.6950147438876684
999,glass,3,sqrt-order,manhattan,9,0.7282242990654207,0.7222157704373351,0.6845431012431652,0.6969721682474017
1000,glass,3,sqrt-order,euclidean,2,0.6672429906542056,0.6513850144586659,0.585769223817158,0.6051602059033925
1001,glass,3,sqrt-order,euclidean,3,0.6865887850467288,0.6764939466485028,0.6231500879176495,0.6410856760704553
1002,glass,3,sqrt-order,euclidean,4,0.6987850467289721,0.6908379143052974,0.6399772595854852,0.6583365398592773
1003,glass,3,sqrt-order,euclidean,5,0.7029906542056075,0.6921568352767012,0.6465645758481777,0.6631466346208235
1004,glass,3,sqrt-order,euclidean,6,0.7091121495327103,0.6966763527462173,0.6526405592438473,0.6690263070315701
1005,glass,3,sqrt-order,euclidean,7,0.7116822429906543,0.7026418205120147,0.6599554908426212,0.6759327613036764
1006,glass,3,sqrt-order,euclidean,8,0.7172429906542057,0.7048725229096708,0.6648648245716143,0.6802379611943717
1007,glass,3,sqrt-order,euclidean,9,0.7177102803738318,0.7060242187392821,0.6661619652297297,0.6813164876480837
1008,glass,4,uniform,manhattan,2,0.6648130841121497,0.6514151302055152,0.5530618627148999,0.5729072155170262
1009,glass,4,uniform,manhattan,3,0.6770560747663552,0.6688221132436518,0.582449254409754,0.6019704477217019
1010,glass,4,uniform,manhattan,4,0.6865420560747664,0.6878961474660372,0.6013389898438473,0.6216984948756629
1011,glass,4,uniform,manhattan,5,0.6890654205607477,0.6863956460141439,0.604212199647104,0.6246737870935433
1012,glass,4,uniform,manhattan,6,0.691682242990654,0.6852394031371702,0.6071584416259873,0.6269078227220504
1013,glass,4,uniform,manhattan,7,0.6932242990654204,0.6953501937315059,0.6118822913392947,0.6342062651206559
1014,glass,4,uniform,manhattan,8,0.6920560747663551,0.6914016611403032,0.611129889528523,0.6321655132894363
1015,glass,4,uniform,manhattan,9,0.6943925233644861,0.7000322580069953,0.6142328840730144,0.6372202180683104
1016,glass,4,uniform,euclidean,2,0.644766355140187,0.6347285667904651,0.5260434133803676,0.5471241671871311
1017,glass,4,uniform,euclidean,3,0.6608878504672897,0.6523433156556767,0.5584558060648057,0.577916859833357
1018,glass,4,uniform,euclidean,4,0.6675233644859812,0.6678595885433131,0.5690257330754288,0.5903825512427632
1019,glass,4,uniform,euclidean,5,0.6721028037383178,0.6776297242467523,0.5798318585162825,0.6016614223180654
1020,glass,4,uniform,euclidean,6,0.6732710280373833,0.6895597637499978,0.5805079973602979,0.6042569392372032
1021,glass,4,uniform,euclidean,7,0.6724766355140186,0.6814988654299572,0.5803730588781032,0.6044665004107383
1022,glass,4,uniform,euclidean,8,0.6755140186915887,0.7001900333343734,0.5846119541476912,0.6120509905541265
1023,glass,4,uniform,euclidean,9,0.6773831775700934,0.6939837279550685,0.5876718477314452,0.6135284316309786
1024,glass,4,distance,manhattan,2,0.6991588785046727,0.6825240638719864,0.6314666416413773,0.6422863823114808
1025,glass,4,distance,manhattan,3,0.7113084112149533,0.6917453494929446,0.6572510095387216,0.6631998164934086
1026,glass,4,distance,manhattan,4,0.716822429906542,0.6968760188625341,0.6686287026684965,0.6724800034029215
1027,glass,4,distance,manhattan,5,0.725,0.7062385291217249,0.6825243674819579,0.6840414731276371
1028,glass,4,distance,manhattan,6,0.7265887850467289,0.7081403274146013,0.6833771220278639,0.686237609823475
1029,glass,4,distance,manhattan,7,0.7271495327102804,0.7080253932119499,0.6884220848948882,0.6892626056713621
1030,glass,4,distance,manhattan,8,0.7277570093457943,0.7122160257921621,0.6920383606682314,0.6932998025787971
1031,glass,4,distance,manhattan,9,0.7299065420560749,0.7149278468345497,0.6961546912760481,0.6966743099383906
1032,glass,4,distance,euclidean,2,0.6747663551401868,0.6604407521902282,0.5930931305852571,0.6110341098698079
1033,glass,4,distance,euclidean,3,0.6842990654205606,0.6708708165569971,0.6160435665866701,0.6316465574997421
1034,glass,4,distance,euclidean,4,0.6835514018691591,0.6654932743608585,0.6188453078658053,0.6333373818991039
1035,glass,4,distance,euclidean,5,0.6917757009345794,0.6763173349725706,0.627431301833405,0.6432048390955456
1036,glass,4,distance,euclidean,6,0.6946728971962617,0.6820122648103513,0.6329237117885297,0.6487241510293421
1037,glass,4,distance,euclidean,7,0.6981308411214953,0.6853176145715323,0.6395744613479747,0.6545747258799846
1038,glass,4,distance,euclidean,8,0.6966355140186916,0.6817430958389521,0.637767544989361,0.6516526370329611
1039,glass,4,distance,euclidean,9,0.698411214953271,0.6862395339209926,0.6422449352412254,0.6570624132478606
1040,glass,4,sqrt-order,manhattan,2,0.6934579439252339,0.6667948076251684,0.6122284444033403,0.6242187979598072
1041,glass,4,sqrt-order,manhattan,3,0.7133644859813083,0.6916132462353247,0.655184876502294,0.6611722208837812
1042,glass,4,sqrt-order,manhattan,4,0.7169626168224299,0.6969970848765605,0.6647559961192662,0.6705181593675527
1043,glass,4,sqrt-order,manhattan,5,0.7226168224299065,0.7022598581176486,0.6743605295593659,0.6776139909377419
1044,glass,4,sqrt-order,manhattan,6,0.7271028037383176,0.7098397708646618,0.6792186207878531,0.6849746248520845
1045,glass,4,sqrt-order,manhattan,7,0.7250467289719625,0.7070258031395699,0.6808985268405839,0.6845488180221958
1046,glass,4,sqrt-order,manhattan,8,0.7271495327102804,0.7105004036521919,0.6840450365807204,0.687667986371592
1047,glass,4,sqrt-order,manhattan,9,0.7300934579439253,0.7113929048252429,0.6856807071704851,0.6892536587226692
1048,glass,4,sqrt-order,euclidean,2,0.663411214953271,0.6315479060131747,0.5698485599693831,0.5852916788950412
1049,glass,4,sqrt-order,euclidean,3,0.6809813084112148,0.6558247304777971,0.6061279009641612,0.6202252478705021
1050,glass,4,sqrt-order,euclidean,4,0.6823831775700934,0.6587787360946036,0.6098407540191996,0.6240247045571777
1051,glass,4,sqrt-order,euclidean,5,0.6839252336448599,0.6621582340519319,0.6185662087379821,0.6323312383493386
1052,glass,4,sqrt-order,euclidean,6,0.6898598130841122,0.6746685195028634,0.629855177766889,0.6439428921802679
1053,glass,4,sqrt-order,euclidean,7,0.6923831775700934,0.6732556463564716,0.6312463893975849,0.644846010283286
1054,glass,4,sqrt-order,euclidean,8,0.6915887850467289,0.677957545701206,0.6349834804630897,0.6489343015125836
1055,glass,4,sqrt-order,euclidean,9,0.6933177570093458,0.6798795959639411,0.6370762028747776,0.6514880826950431
1056,glass,5,uniform,manhattan,2,0.6608411214953271,0.603842106902819,0.5289300013069896,0.5444925157407849
1057,glass,5,uniform,manhattan,3,0.6728971962616823,0.61857018014185,0.5639998260895559,0.5751963716044484
1058,glass,5,uniform,manhattan,4,0.6772897196261682,0.6224251218365349,0.5802891130128507,0.5894319691409942
1059,glass,5,uniform,manhattan,5,0.6816355140186914,0.6260967812938502,0.5896456732319869,0.5980047728384299
1060,glass,5,uniform,manhattan,6,0.6819626168224299,0.6288578236537522,0.5957662083773432,0.6028641994064202
1061,glass,5,uniform,manhattan,7,0.6844392523364484,0.6380521679510108,0.6030320630245366,0.6103411460610662
1062,glass,5,uniform,manhattan,8,0.6834112149532711,0.6337840719664223,0.6036982343017092,0.610543174508953
1063,glass,5,uniform,manhattan,9,0.6845794392523366,0.6325439995730239,0.6075323499822005,0.6127672096822171
1064,glass,5,uniform,euclidean,2,0.6397663551401869,0.5829965552238859,0.4973614490361581,0.5137748446542694
1065,glass,5,uniform,euclidean,3,0.6495794392523364,0.6057696541941666,0.5362883513046586,0.5525430167621668
1066,glass,5,uniform,euclidean,4,0.6506074766355141,0.6072891687684654,0.5473231666004699,0.5619258059481186
1067,glass,5,uniform,euclidean,5,0.654392523364486,0.6089131015288196,0.5555642040752268,0.569385698452693
1068,glass,5,uniform,euclidean,6,0.6547196261682242,0.6124016552227639,0.5592717756514863,0.5728399681741833
1069,glass,5,uniform,euclidean,7,0.6547196261682242,0.6127459428159899,0.5625729785903534,0.5753701951304885
1070,glass,5,uniform,euclidean,8,0.6572897196261681,0.6155245581279947,0.5682385758652972,0.5808496628230685
1071,glass,5,uniform,euclidean,9,0.6579906542056073,0.6175557834534097,0.5724761213573799,0.5848151701733066
1072,glass,5,distance,manhattan,2,0.6934579439252337,0.6827712530512371,0.6124332998699658,0.6279628043711317
1073,glass,5,distance,manhattan,3,0.7135514018691589,0.7079501241385102,0.6506794677136836,0.6625646118530787
1074,glass,5,distance,manhattan,4,0.7267289719626169,0.7243879866700468,0.669996314956094,0.6808697602485537
1075,glass,5,distance,manhattan,5,0.7321962616822428,0.7376070340441109,0.6796584704662264,0.6919253235452
1076,glass,5,distance,manhattan,6,0.7383177570093458,0.745293155400457,0.6895630851173981,0.7011335122357379
1077,glass,5,distance,manhattan,7,0.7402336448598131,0.7479597077053086,0.6942379149404344,0.7048046780608839
1078,glass,5,distance,manhattan,8,0.7459345794392521,0.7606327479408603,0.7029610334043183,0.7142496518088755
1079,glass,5,distance,manhattan,9,0.7473831775700934,0.7637529094418692,0.7035986692364133,0.7162644396052448
1080,glass,5,distance,euclidean,2,0.6761682242990655,0.6671298543376141,0.5818546103799921,0.6014576229778303
1081,glass,5,distance,euclidean,3,0.6885046728971963,0.6874760671337729,0.6146381365442698,0.6317272926031965
1082,glass,5,distance,euclidean,4,0.6958878504672896,0.7012529823178778,0.6213457582297659,0.6404866073013488
1083,glass,5,distance,euclidean,5,0.6999065420560747,0.7081695571816491,0.6316298481202399,0.6499294920745661
1084,glass,5,distance,euclidean,6,0.6998130841121495,0.7093738163395197,0.6300022315284406,0.6476734878253247
1085,glass,5,distance,euclidean,7,0.7015420560747664,0.7179438796017227,0.6354030656859204,0.6546587745864948
1086,glass,5,distance,euclidean,8,0.7052803738317758,0.7228651991280983,0.6414377115901351,0.6581161848651235
1087,glass,5,distance,euclidean,9,0.7074766355140187,0.7297861984494456,0.6443877200173506,0.6620110103872959
1088,glass,5,sqrt-order,manhattan,2,0.6884579439252337,0.6671245941375158,0.607391650089232,0.6196379266097002
1089,glass,5,sqrt-order,manhattan,3,0.7106074766355142,0.6942684292434738,0.6436503945800945,0.6529105993721557
1090,glass,5,sqrt-order,manhattan,4,0.7178037383177571,0.7048663639678944,0.6605651607238828,0.6679985793312575
1091,glass,5,sqrt-order,manhattan,5,0.7243925233644859,0.7179884511904735,0.6703495430576406,0.6785591422442145
1092,glass,5,sqrt-order,manhattan,6,0.7261682242990655,0.7201390509331295,0.6757270721402246,0.683056792179946
1093,glass,5,sqrt-order,manhattan,7,0.7285046728971962,0.7228277158057067,0.6815614400180162,0.687205986458759
1094,glass,5,sqrt-order,manhattan,8,0.7292523364485981,0.7236331237422202,0.6840628048619667,0.6895504177352797
1095,glass,5,sqrt-order,manhattan,9,0.7314953271028038,0.7284969407443721,0.6879361254421572,0.6934280044647805
1096,glass,5,sqrt-order,euclidean,2,0.6664018691588786,0.6483445489125892,0.5699180950025938,0.5876263008219323
1097,glass,5,sqrt-order,euclidean,3,0.6870560747663551,0.6727272213160451,0.6053737085058479,0.6222147278924918
1098,glass,5,sqrt-order,euclidean,4,0.6936448598130839,0.6864587300288844,0.621136992960896,0.6367659571082748
1099,glass,5,sqrt-order,euclidean,5,0.6984579439252337,0.6981622720552019,0.6293831901336705,0.6471206891271417
1100,glass,5,sqrt-order,euclidean,6,0.7035514018691589,0.7050916183400562,0.6373044887274096,0.65490311253549
1101,glass,5,sqrt-order,euclidean,7,0.7055140186915889,0.708666950225668,0.6404122766499996,0.6577175528047245
1102,glass,5,sqrt-order,euclidean,8,0.7075233644859812,0.7125525048809787,0.6441460411269848,0.662355873293601
1103,glass,5,sqrt-order,euclidean,9,0.7105607476635514,0.7183856802985775,0.6486831978700239,0.6674282678622304
1104,glass,6,uniform,manhattan,2,0.6564953271028038,0.6210606271937987,0.5169204710798337,0.5363643631067514
1105,glass,6,uniform,manhattan,3,0.666355140186916,0.6315399897222624,0.5489906208174864,0.5647247861854848
1106,glass,6,uniform,manhattan,4,0.6703738317757009,0.6319461412895644,0.5558680822911632,0.5704708554193549
1107,glass,6,uniform,manhattan,5,0.6723364485981307,0.6231795813462342,0.5607377029022166,0.5722453767806959
1108,glass,6,uniform,manhattan,6,0.6737850467289721,0.6273554863087163,0.5601324799359922,0.5730076429026664
1109,glass,6,uniform,manhattan,7,0.6736915887850466,0.625803107088641,0.5655492298428672,0.5773820255075733
1110,glass,6,uniform,manhattan,8,0.6746261682242991,0.6247268778419802,0.5624002140651816,0.5742455199799734
1111,glass,6,uniform,manhattan,9,0.6745794392523363,0.6178750417871562,0.5659137835660735,0.5762509475125556
1112,glass,6,uniform,euclidean,2,0.6399532710280373,0.5972277342871257,0.4845378095752549,0.5018384218264971
1113,glass,6,uniform,euclidean,3,0.6478504672897195,0.6154270739629149,0.5227211792266505,0.5415889133932286
1114,glass,6,uniform,euclidean,4,0.6542523364485981,0.6138634310763479,0.5326910676706503,0.5499973122553274
1115,glass,6,uniform,euclidean,5,0.6586915887850466,0.6136526866156202,0.54175414360914,0.557587933518772
1116,glass,6,uniform,euclidean,6,0.6547196261682241,0.6088114881052711,0.5327293465216759,0.546861389455381
1117,glass,6,uniform,euclidean,7,0.6564953271028038,0.6026177667833545,0.5382322911915632,0.5519285088257888
1118,glass,6,uniform,euclidean,8,0.6555607476635514,0.5996072406865169,0.5375430029799625,0.5514687136986987
1119,glass,6,uniform,euclidean,9,0.6548598130841121,0.5992374745783847,0.5392500718236012,0.5530532131346346
1120,glass,6,distance,manhattan,2,0.6974766355140188,0.6849903637711695,0.608627610106819,0.623820140807077
1121,glass,6,distance,manhattan,3,0.7068224299065422,0.6946537921744742,0.6293933486978486,0.6418957388333795
1122,glass,6,distance,manhattan,4,0.7143457943925235,0.714183213438671,0.6448048024179656,0.6589554330764497
1123,glass,6,distance,manhattan,5,0.7207943925233644,0.7268110377447157,0.6589903675665125,0.6715327727006365
1124,glass,6,distance,manhattan,6,0.7235046728971963,0.7240446385671668,0.6637319094032822,0.6744910508011243
1125,glass,6,distance,manhattan,7,0.726728971962617,0.7358720692629739,0.6691749697443623,0.6816193024585441
1126,glass,6,distance,manhattan,8,0.7254672897196263,0.7315418343346539,0.6666366379163698,0.6791667852123191
1127,glass,6,distance,manhattan,9,0.7278037383177571,0.7369443166582996,0.6719160702874538,0.6840549595598603
1128,glass,6,distance,euclidean,2,0.6681308411214952,0.6562146743546471,0.56101216101096,0.5818984961343843
1129,glass,6,distance,euclidean,3,0.6848598130841121,0.6778551602509706,0.5973766380658395,0.6159383701119138
