dataset,n-k,voting,distance,n-folds,acc_mean,prec_mean,rec_mean,f1_mean
glass,4,uniform,1,7,0.6914953271028037,0.6564186268130001,0.6081454156142423,0.6203571521555925
glass,4,uniform,1,8,0.6929906542056077,0.6581476007484716,0.6139636108418269,0.6242866579688661
glass,4,uniform,1,9,0.6921495327102802,0.6595222364346227,0.6173812231098715,0.6268505482474205
glass,4,uniform,2,2,0.6388785046728972,0.5811674865387831,0.5109606135751646,0.5266776741562491
glass,4,uniform,2,3,0.655373831775701,0.600480543105784,0.5398503197127891,0.5557767929876394
glass,4,uniform,2,4,0.6633644859813085,0.6114721776910452,0.5566009873724723,0.5712920598068371
glass,4,uniform,2,5,0.6672429906542056,0.6207996968892013,0.5606982016595554,0.5776850920981456
glass,4,uniform,2,6,0.6685981308411215,0.6175098796470435,0.5624671670877233,0.5781607582093712
glass,4,uniform,2,7,0.6718691588785046,0.6249674861331697,0.5678109838316948,0.5840287093080166
glass,4,uniform,2,8,0.6759345794392524,0.6346883484112791,0.5805306021333565,0.595759101522995
glass,4,uniform,2,9,0.6792523364485981,0.6416224696891905,0.5861998116075195,0.6016823189939111
glass,4,distance,1,2,0.6762149532710281,0.6363458420938404,0.6149413739311785,0.618806097480789
glass,4,distance,1,3,0.7039719626168223,0.6689103965514852,0.6564443895339326,0.6574818144983684
glass,4,distance,1,4,0.7103271028037382,0.6767611798389633,0.6682728120860394,0.6683366375579421
glass,4,distance,1,5,0.7149532710280373,0.6825337221251737,0.6748185926688915,0.6748569381342626
glass,4,distance,1,6,0.7216355140186915,0.6925846514913286,0.685731616014951,0.6856413097949957
glass,4,distance,1,7,0.7215420560747665,0.6915348100870521,0.6847576959227701,0.6844681183962702
glass,4,distance,1,8,0.7226635514018692,0.6908397662667383,0.6846321882965419,0.6841696925972975
glass,4,distance,1,9,0.723411214953271,0.6932188132731071,0.6881356174607216,0.6872272062314431
glass,4,distance,2,2,0.6604205607476635,0.6112999390665056,0.5797997355409814,0.5875003114181877
glass,4,distance,2,3,0.6750467289719627,0.632518022268544,0.6108729864461956,0.6172894708691784
glass,4,distance,2,4,0.6786915887850468,0.6390422604171726,0.6188211393108906,0.6246075378766426
glass,4,distance,2,5,0.6855607476635514,0.6491017693286624,0.628707231391789,0.6351620046764594
glass,4,distance,2,6,0.6851869158878503,0.6554741780835265,0.6324669337261949,0.6403796267938117
glass,4,distance,2,7,0.6857476635514017,0.6570813429190461,0.6361026642124111,0.6431372619321096
glass,4,distance,2,8,0.6846728971962617,0.655939393417948,0.6348966180512566,0.6422008344294585
glass,4,distance,2,9,0.6888317757009347,0.6633073667620513,0.641052708594878,0.6490233300041907
glass,4,sqrt-order,1,2,0.6771962616822428,0.631880336074885,0.6049908797713325,0.6113965780416929
glass,4,sqrt-order,1,3,0.701588785046729,0.6597144362546559,0.6475385003614426,0.6485986591439581
glass,4,sqrt-order,1,4,0.7082710280373832,0.6705924957121397,0.6614916309971024,0.6617194003702008
glass,4,sqrt-order,1,5,0.7122429906542057,0.6732576359533827,0.670305567178552,0.667920639737026
glass,4,sqrt-order,1,6,0.7159345794392524,0.6796082113916094,0.6764359931681112,0.674122640523423
glass,4,sqrt-order,1,7,0.714158878504673,0.6779534563931021,0.6755498557249384,0.6732554548829304
glass,4,sqrt-order,1,8,0.7203271028037384,0.6874747676040387,0.6881636893654882,0.6841455256949481
glass,4,sqrt-order,1,9,0.7199065420560748,0.6865284933199952,0.6882188854445713,0.6837550630520749
glass,4,sqrt-order,2,2,0.650981308411215,0.590381890967257,0.5587518958085042,0.565150191230309
glass,4,sqrt-order,2,3,0.6731308411214952,0.6209406670704792,0.6001440566469658,0.6060710866609401
glass,4,sqrt-order,2,4,0.6810280373831774,0.6326581003487303,0.6115758182404921,0.6176793462471698
glass,4,sqrt-order,2,5,0.6809813084112148,0.637709151205531,0.61737038803298,0.6235193726562316
glass,4,sqrt-order,2,6,0.6848598130841121,0.6464667658457722,0.625675521510821,0.6320673612866036
glass,4,sqrt-order,2,7,0.683271028037383,0.6459796170772865,0.6269294101092435,0.6328142212484064
glass,4,sqrt-order,2,8,0.6848598130841121,0.6469907753919525,0.6268413762079823,0.6332048745056615
glass,4,sqrt-order,2,9,0.6863551401869158,0.6510216889643243,0.6322848033143486,0.6380637543956458
glass,5,uniform,1,2,0.649018691588785,0.5882912381514507,0.517608415216801,0.5288588865138376
glass,5,uniform,1,3,0.6697196261682243,0.6138953617433303,0.5654468352948389,0.5757683191098613
glass,5,uniform,1,4,0.6802336448598132,0.6305075427235249,0.5852651369543117,0.5953702356941123
glass,5,uniform,1,5,0.6817757009345796,0.6285082246311927,0.5917480838566831,0.5992792422483867
glass,5,uniform,1,6,0.6885514018691586,0.6396499055977551,0.6078960036401053,0.6118572872432204
glass,5,uniform,1,7,0.689158878504673,0.6327293706032471,0.6087939732611987,0.6104407245134067
glass,5,uniform,1,8,0.6890186915887851,0.634618954635813,0.6126785175500079,0.6136055401188727
glass,5,uniform,1,9,0.6937383177570093,0.6426158802621211,0.6234018574917208,0.6222364103200717
glass,5,uniform,2,2,0.6292990654205608,0.5573292159321898,0.48460313740958566,0.4952929819725689
glass,5,uniform,2,3,0.6483644859813085,0.5790727386119119,0.518985242867836,0.5316460017499129
glass,5,uniform,2,4,0.6545327102803737,0.5922791405118926,0.5361708839026016,0.5499740638540964
glass,5,uniform,2,5,0.6567289719626167,0.6012348438081506,0.5445495257621873,0.5597295178032868
glass,5,uniform,2,6,0.6628037383177571,0.6130846038987741,0.5580893581298995,0.5735892661584586
glass,5,uniform,2,7,0.6663084112149533,0.6199972735430154,0.5600333371004877,0.5777947125145476
glass,5,uniform,2,8,0.6671028037383178,0.6268157247131597,0.5654413112213101,0.5841032889084056
glass,5,uniform,2,9,0.6692523364485982,0.6300755623138609,0.5732221074804346,0.5898787945199033
glass,5,distance,1,2,0.6730373831775701,0.6312262741900415,0.599625751741744,0.6069752188753683
glass,5,distance,1,3,0.6932242990654206,0.6603474394076678,0.6465560333802033,0.6470719851865495
glass,5,distance,1,4,0.7030841121495329,0.6740626286460615,0.6597538042393651,0.6596724178680863
glass,5,distance,1,5,0.7105140186915888,0.6792693747168026,0.66996515520133,0.6675803825532813
glass,5,distance,1,6,0.710981308411215,0.6787492644369142,0.668725672807476,0.6666609546411293
glass,5,distance,1,7,0.7128971962616824,0.6790595172765159,0.6731850885405118,0.6686727167937768
glass,5,distance,1,8,0.7149065420560748,0.6844797057652533,0.6784669101434608,0.6737575064718464
glass,5,distance,1,9,0.7147196261682243,0.6814492774194179,0.6775578618079152,0.671240016708108
glass,5,distance,2,2,0.6576168224299066,0.6049763554497852,0.5689546740392528,0.5779981487346759
glass,5,distance,2,3,0.6716355140186916,0.6256711848149944,0.6017450264002788,0.6077640659732645
glass,5,distance,2,4,0.6792990654205607,0.6362905431646543,0.6133965532014534,0.6189824219980269
glass,5,distance,2,5,0.6853271028037383,0.6477589822282753,0.624441869168596,0.6311696394927414
glass,5,distance,2,6,0.6876168224299066,0.6533671819660185,0.6306729203385018,0.637363069596923
glass,5,distance,2,7,0.6872429906542058,0.6484624915477004,0.6256424831213451,0.6324728848213944
glass,5,distance,2,8,0.6899532710280373,0.6559546486474535,0.6307938411609544,0.6393859253373038
glass,5,distance,2,9,0.6935981308411217,0.6606738792433786,0.6345728233636048,0.6432350943335188
glass,5,sqrt-order,1,2,0.6783177570093457,0.627958639203109,0.6001658714907621,0.605223289780326
glass,5,sqrt-order,1,3,0.7008878504672897,0.6583603305330166,0.6371639366637498,0.6408004251871466
glass,5,sqrt-order,1,4,0.7134579439252339,0.6733171829655894,0.6565869465101876,0.6579140357112732
glass,5,sqrt-order,1,5,0.7138317757009347,0.672971940610508,0.6588086519544296,0.6588150704009657
glass,5,sqrt-order,1,6,0.7160280373831776,0.6729164924265494,0.6623051694765424,0.6610610066983045
glass,5,sqrt-order,1,7,0.7178037383177572,0.6725820010163844,0.662802975728272,0.6611106550282271
glass,5,sqrt-order,1,8,0.7187383177570095,0.676412918700112,0.6647670190324723,0.663820355552344
glass,5,sqrt-order,1,9,0.722429906542056,0.6821375701957774,0.6713678720344141,0.6700183124603939
glass,5,sqrt-order,2,2,0.6582710280373831,0.5993730927480436,0.5594532881109693,0.5696760061111878
glass,5,sqrt-order,2,3,0.6802336448598132,0.6237057142985619,0.5976772020657737,0.6046217085306328
glass,5,sqrt-order,2,4,0.6825700934579437,0.6317083284263727,0.608639567997767,0.614841127172779
glass,5,sqrt-order,2,5,0.6872897196261682,0.639413630486517,0.6166610724966922,0.6233729079833132
glass,5,sqrt-order,2,6,0.6897663551401869,0.6406411110045612,0.6196902594378841,0.6258381081100868
glass,5,sqrt-order,2,7,0.6909345794392524,0.6410782449544687,0.6192074940715114,0.6262034135965205
glass,5,sqrt-order,2,8,0.6905607476635514,0.6406860749783905,0.620653180938251,0.6270845952548948
glass,5,sqrt-order,2,9,0.6924299065420562,0.6444895550351523,0.6239055121528966,0.630528140270608
glass,6,uniform,1,2,0.6394859813084114,0.5707676269317595,0.49585054937016615,0.505888830111126
glass,6,uniform,1,3,0.6535981308411216,0.5885581649885019,0.525675234411943,0.5388153989093434
glass,6,uniform,1,4,0.6572897196261682,0.5940325670280201,0.5370988422452605,0.5495010113749403
glass,6,uniform,1,5,0.6603271028037382,0.5934713524517949,0.5459202207617655,0.5582798956876219
glass,6,uniform,1,6,0.6644392523364486,0.6010022438460567,0.55259283447041,0.5648678626479576
glass,6,uniform,1,7,0.663785046728972,0.5978572217369125,0.5563582884609627,0.5667603434744009
glass,6,uniform,1,8,0.6656542056074767,0.5969258249662783,0.5577170821420848,0.5678678173229134
glass,6,uniform,1,9,0.6664018691588787,0.5988020703968062,0.5627342044128368,0.5723400167681744
glass,6,uniform,2,2,0.6285514018691588,0.5364778881943268,0.46658608969981347,0.47483391403220754
glass,6,uniform,2,3,0.640233644859813,0.5729953594277848,0.5024327363718845,0.5140657914813892
glass,6,uniform,2,4,0.6492056074766355,0.5853913717955059,0.5210542113071205,0.5338213606361703
glass,6,uniform,2,5,0.652943925233645,0.584169030923714,0.529333973684406,0.5413057421058763
glass,6,uniform,2,6,0.6539252336448598,0.5811024157818042,0.5352275758178929,0.5450265786258492
glass,6,uniform,2,7,0.6550467289719626,0.5806455715402389,0.5363841723963695,0.5463964001662417
glass,6,uniform,2,8,0.6553738317757011,0.5801688506314253,0.5410279733265481,0.5497517567190403
glass,6,uniform,2,9,0.6555607476635514,0.5801641272361527,0.5444083301103959,0.5525295114050808
glass,6,distance,1,2,0.6650934579439252,0.6240142857795851,0.588967215002712,0.5960745127321869
glass,6,distance,1,3,0.6804205607476635,0.6376740045219691,0.6200755154451375,0.6213438322105499
glass,6,distance,1,4,0.6938785046728972,0.6603269618110515,0.6374276353102551,0.6414806533425629
glass,6,distance,1,5,0.6946261682242992,0.6607196253556559,0.6413174341168362,0.6445576736983705
glass,6,distance,1,6,0.6979439252336448,0.6649947259940385,0.6430306252598609,0.6473646238112772
glass,6,distance,1,7,0.7015420560747664,0.673168524334242,0.6489491557772223,0.6542870327777077
glass,6,distance,1,8,0.7035514018691589,0.6752685841877358,0.6532155616151559,0.6576360230329523
glass,6,distance,1,9,0.702663551401869,0.6745466956664511,0.6528181484423077,0.6573187036590166
glass,6,distance,2,2,0.6575233644859813,0.6052636639313692,0.5601058034751586,0.5689092702205696
glass,6,distance,2,3,0.6668224299065421,0.6173288944243525,0.5839613751964556,0.5915381036945021
glass,6,distance,2,4,0.6768691588785046,0.6334983632418066,0.6047856059528687,0.6113263700623232
glass,6,distance,2,5,0.6768691588785046,0.6283195858620073,0.6041515269858388,0.6087577697319381
glass,6,distance,2,6,0.6796728971962616,0.631896839435452,0.605172218048806,0.6107401267158042
glass,6,distance,2,7,0.6793925233644859,0.6307539855315908,0.6065960974800517,0.611251388167689
glass,6,distance,2,8,0.6836915887850468,0.6380041989613535,0.6120593169636352,0.6174412755494715
glass,6,distance,2,9,0.6833177570093457,0.6346502707777029,0.6096199456313154,0.614573291638273
glass,6,sqrt-order,1,2,0.6655140186915888,0.6148899904260681,0.5753125304614841,0.5829056897572559
glass,6,sqrt-order,1,3,0.6873364485981306,0.6435153035644807,0.6208591262834884,0.6243835844308514
glass,6,sqrt-order,1,4,0.6960280373831778,0.6577383128471537,0.6372711333234179,0.6392942011485778
glass,6,sqrt-order,1,5,0.7018224299065419,0.6688097122148889,0.6449323866065887,0.6484660653900536
glass,6,sqrt-order,1,6,0.70607476635514,0.6734526581807085,0.6538137691904906,0.6561156334328897
glass,6,sqrt-order,1,7,0.7107476635514018,0.6853904012919435,0.6591737616587888,0.6639279869269851
glass,6,sqrt-order,1,8,0.7093457943925234,0.6810057019238833,0.6567029691411831,0.6609374077649008
